work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,Mid,Full-Time,Applied Scientist,125000.0,US,On-site,US,Medium
2024,Mid,Full-Time,Data Engineer,110000.0,US,Remote,US,Medium
2023,Mid,Full-Time,Data Engineer,149600.0,US,On-site,US,Medium
2023,Mid,Full-Time,Data Analyst,61800.0,US,Remote,US,Medium
2023,Senior,Full-Time,Research Engineer,261500.0,US,On-site,US,Large
2023,Senior,Full-Time,Business Intelligence Analyst,110600.0,US,On-site,US,Medium
2023,Senior,Full-Time,Machine Learning Scientist,200000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Scientist,234000.0,US,On-site,US,Medium
2022,Senior,Full-Time,Data Engineer,180000.0,US,On-site,US,Medium
2022,Mid,Full-Time,Data Analyst,102640.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Scientist,138000.0,US,On-site,US,Medium
2024,Mid,Full-Time,Data Engineer,132000.0,US,Remote,US,Medium
2024,Entry,Full-Time,Data Engineer,115000.0,US,Remote,US,Medium
2024,Senior,Full-Time,Data Engineer,205000.0,US,On-site,US,Medium
2023,Executive,Full-Time,Analytics Engineer,200000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Engineer,205000.0,US,On-site,US,Medium
2024,Senior,Full-Time,Machine Learning Engineer,216700.0,CA,Remote,CA,Medium
2022,Senior,Full-Time,Applied Machine Learning Scientist,108000.0,US,On-site,US,Large
2023,Senior,Full-Time,Data Engineer,252000.0,US,Remote,US,Medium
2024,Senior,Full-Time,Data Engineer,137500.0,US,On-site,US,Medium
2024,Mid,Full-Time,Data Engineer,123000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Applied Scientist,196000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,226600.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Engineer,158620.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Engineer,68637.0,US,Remote,US,Medium
2023,Senior,Full-Time,Research Scientist,235000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Analyst,125000.0,US,Remote,US,Medium
2023,Mid,Full-Time,Data Analyst,49216.0,GB,On-site,GB,Medium
2023,Senior,Full-Time,Data Scientist,185000.0,US,On-site,US,Medium
2022,Senior,Full-Time,Data Scientist,81500.0,US,On-site,US,Medium
2024,Mid,Contract,Data Analyst Lead,125000.0,NZ,Hybrid,NZ,Small
2023,Mid,Full-Time,Research Scientist,155000.0,US,On-site,US,Medium
2023,Mid,Full-Time,Data Engineer,66940.0,ES,Remote,ES,Medium
2023,Mid,Full-Time,Data Engineer,190000.0,CA,Remote,CA,Medium
2023,Senior,Full-Time,Data Scientist,167500.0,US,On-site,US,Medium
2023,Mid,Full-Time,Data Engineer,260000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Science,86000.0,US,On-site,US,Medium
2024,Mid,Full-Time,Machine Learning Engineer,175000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Engineer,128000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Analyst,165000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Business Intelligence Engineer,241300.0,US,On-site,US,Large
2024,Senior,Full-Time,Data Scientist,155600.0,US,On-site,US,Medium
2023,Senior,Full-Time,Research Scientist,165000.0,US,On-site,US,Medium
2024,Mid,Full-Time,Data Analyst,70000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Scientist,156000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,170000.0,US,On-site,US,Medium
2023,Mid,Full-Time,Data Science Lead,134326.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Architect,193000.0,US,Remote,US,Medium
2024,Senior,Full-Time,Research Scientist,146000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Scientist,186300.0,US,Remote,US,Medium
2024,Senior,Full-Time,Data Architect,115000.0,US,On-site,US,Medium
2024,Senior,Full-Time,Data Engineer,190100.0,US,Remote,US,Medium
2024,Entry,Full-Time,Insight Analyst,50000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Modeler,147100.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Science,115000.0,US,On-site,US,Medium
2022,Senior,Full-Time,Data Architect,131300.0,US,Remote,US,Large
2023,Senior,Full-Time,Data Engineer,107600.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Analyst,100000.0,US,Remote,US,Medium
2023,Mid,Full-Time,Data Manager,115500.0,US,On-site,US,Medium
2024,Mid,Full-Time,Machine Learning Operations Engineer,160000.0,US,On-site,US,Medium
2024,Entry,Full-Time,Data Analyst,106960.0,US,On-site,US,Medium
2024,Senior,Full-Time,Data Analyst,153900.0,US,On-site,US,Medium
2024,Executive,Full-Time,Head of Data,250000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Analyst,115934.0,US,Remote,US,Medium
2024,Senior,Full-Time,Business Intelligence,100000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Engineer,269100.0,US,On-site,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,204000.0,US,On-site,US,Medium
2024,Senior,Full-Time,Applied Scientist,290000.0,US,Remote,US,Medium
2024,Senior,Full-Time,Machine Learning Engineer,250000.0,US,On-site,US,Medium
2024,Mid,Full-Time,Data Analytics Manager,68637.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Engineer,94000.0,US,On-site,US,Medium
2024,Mid,Full-Time,Business Intelligence Engineer,65000.0,US,Remote,US,Medium
2022,Senior,Full-Time,Data Analyst,110000.0,US,Remote,US,Medium
2022,Senior,Full-Time,Data Scientist,154000.0,US,On-site,US,Medium
2024,Senior,Full-Time,Data Scientist,162000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Scientist,231250.0,US,On-site,US,Medium
2022,Senior,Full-Time,Data Scientist,104000.0,US,Remote,US,Medium
2023,Mid,Full-Time,Data Analyst,100000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Analyst,73500.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Analyst,93500.0,US,Remote,US,Medium
2023,Mid,Full-Time,Analytics Engineer,61520.0,GB,On-site,GB,Medium
2022,Mid,Full-Time,Data Analyst,36940.0,GB,Remote,GB,Medium
2024,Entry,Full-Time,Data Analyst,101000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Scientist,120000.0,US,On-site,US,Medium
2021,Entry,Full-Time,Machine Learning Research Engineer,20000.0,FR,Hybrid,FR,Medium
2024,Senior,Full-Time,Data Engineer,118000.0,US,On-site,US,Medium
2023,Mid,Full-Time,Machine Learning Engineer,98432.0,GB,On-site,GB,Medium
2024,Mid,Full-Time,Data Analytics Manager,145400.0,US,On-site,US,Medium
2022,Senior,Full-Time,Data Engineer,215000.0,US,Remote,US,Medium
2023,Senior,Full-Time,ETL Developer,113000.0,US,Remote,US,Medium
2024,Senior,Full-Time,Business Intelligence Engineer,108500.0,US,Remote,US,Medium
2023,Senior,Full-Time,Machine Learning Infrastructure Engineer,150000.0,US,On-site,US,Medium
2023,Executive,Full-Time,Data Engineer,130000.0,US,On-site,US,Medium
2022,Senior,Full-Time,Data Scientist,129300.0,US,On-site,US,Medium
2022,Mid,Full-Time,Data Engineer,175000.0,US,On-site,US,Medium
2024,Senior,Full-Time,Data Engineer,247300.0,US,On-site,US,Medium
2023,Executive,Full-Time,Data Science Manager,140100.0,US,On-site,US,Large
2024,Senior,Full-Time,Data Scientist,225000.0,CA,On-site,CA,Medium
2023,Mid,Full-Time,Data Scientist,123740.0,US,On-site,US,Medium
2024,Mid,Full-Time,Data Scientist,240000.0,US,On-site,US,Medium
2024,Mid,Full-Time,Data Engineer,50000.0,GB,On-site,GB,Medium
2024,Senior,Full-Time,Data Scientist,184800.0,US,On-site,US,Medium
2024,Senior,Full-Time,Data Analyst,207300.0,US,On-site,US,Medium
2024,Mid,Full-Time,Business Intelligence Analyst,120672.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Science Consultant,157550.0,US,On-site,US,Medium
2024,Senior,Full-Time,Research Scientist,245000.0,US,On-site,US,Medium
2023,Mid,Full-Time,Data Manager,100000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Manager,168400.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Scientist,182250.0,US,On-site,US,Medium
2022,Senior,Full-Time,Data Science Consultant,122000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Scientist,126500.0,US,On-site,US,Medium
2024,Senior,Full-Time,Data Scientist,174500.0,US,Remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,139500.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Engineer,221000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Scientist,201450.0,US,Remote,US,Medium
2024,Senior,Full-Time,Data Engineer,127000.0,CA,On-site,CA,Medium
2023,Mid,Full-Time,Data Engineer,51824.0,FR,Remote,FR,Medium
2024,Senior,Full-Time,Data Scientist,123000.0,US,On-site,US,Medium
2023,Mid,Full-Time,Data Analyst,65000.0,US,On-site,US,Medium
2024,Senior,Full-Time,Business Intelligence,150000.0,US,On-site,US,Medium
2024,Mid,Full-Time,Data Engineer,92000.0,US,On-site,US,Medium
2024,Senior,Full-Time,Data Analytics Lead,239300.0,US,On-site,US,Medium
2024,Mid,Full-Time,Data Engineer,98000.0,US,On-site,US,Medium
2024,Senior,Full-Time,Research Engineer,150000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,208000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Scientist,157500.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,180000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,127876.0,US,On-site,US,Medium
2023,Mid,Full-Time,Data Scientist,82254.0,CA,Remote,CA,Large
2022,Mid,Full-Time,Data Engineer,110820.0,GB,On-site,GB,Medium
2024,Senior,Full-Time,Business Intelligence,175000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Modeler,140000.0,US,On-site,US,Medium
2022,Executive,Full-Time,Analytics Engineer,157000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Scientist,136000.0,US,Remote,US,Medium
2023,Mid,Full-Time,Data Analyst,53000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,76050.0,ZA,On-site,ZA,Medium
2023,Senior,Full-Time,Research Scientist,127300.0,US,On-site,US,Large
2024,Mid,Full-Time,Robotics Engineer,90000.0,US,On-site,US,Medium
2022,Entry,Full-Time,Data Analyst,46000.0,US,Remote,US,Large
2024,Senior,Full-Time,Data Analyst,155000.0,CA,On-site,CA,Medium
2023,Senior,Full-Time,Data Analyst,51962.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,138750.0,US,Remote,US,Medium
2024,Senior,Full-Time,Machine Learning Engineer,93300.0,EG,On-site,EG,Medium
2023,Senior,Full-Time,Research Engineer,115607.0,US,On-site,US,Medium
2024,Entry,Full-Time,Research Analyst,250000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Science Consultant,131100.0,US,On-site,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,212500.0,US,On-site,US,Medium
2024,Senior,Full-Time,Data Scientist,132000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Analyst,108000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Machine Learning Infrastructure Engineer,127300.0,US,On-site,US,Medium
2023,Senior,Full-Time,Business Intelligence Engineer,185000.0,US,On-site,US,Large
2023,Entry,Full-Time,Data Scientist,34924.0,TR,On-site,PL,Medium
2024,Senior,Full-Time,Data Scientist,185400.0,US,On-site,US,Medium
2022,Entry,Full-Time,Data Analyst,48000.0,US,On-site,US,Medium
2022,Mid,Full-Time,Analytics Engineer,73880.0,GB,On-site,GB,Medium
2023,Mid,Full-Time,Data Engineer,120000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Scientist,211000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Research Scientist,165500.0,US,Remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,176300.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Architect,193000.0,US,On-site,US,Medium
2024,Senior,Full-Time,Data Analyst,105000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Engineer,146115.0,US,Remote,US,Medium
2024,Senior,Full-Time,Data Scientist,220000.0,US,On-site,US,Medium
2023,Senior,Full-Time,ML Engineer,220000.0,US,On-site,US,Medium
2024,Mid,Full-Time,Data Analytics Consultant,57500.0,US,Remote,US,Medium
2024,Senior,Full-Time,Data Architect,64200.0,US,On-site,US,Medium
2023,Mid,Full-Time,Data Engineer,112000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Analyst,106020.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Manager,233500.0,US,On-site,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,194100.0,US,On-site,US,Medium
2023,Mid,Full-Time,Business Intelligence Manager,166500.0,US,On-site,US,Medium
2024,Mid,Full-Time,BI Analyst,70000.0,US,Remote,US,Medium
2022,Senior,Full-Time,Analytics Engineer,138750.0,US,Remote,US,Medium
2022,Mid,Full-Time,Data Analyst,49253.0,GB,Remote,GB,Medium
2023,Senior,Full-Time,Business Intelligence Engineer,79600.0,US,On-site,US,Large
2023,Senior,Full-Time,Business Intelligence Developer,169000.0,US,On-site,US,Medium
2024,Senior,Full-Time,Data Engineer,62500.0,GB,On-site,GB,Medium
2023,Mid,Full-Time,Data Engineer,185000.0,US,Remote,US,Medium
2023,Mid,Full-Time,Data Engineer,184000.0,US,On-site,US,Medium
2023,Executive,Full-Time,Data Engineer,123471.0,GB,Remote,GB,Medium
2023,Senior,Full-Time,Machine Learning Engineer,319030.375,US,On-site,US,Medium
2024,Mid,Full-Time,ML Engineer,110000.0,US,On-site,US,Medium
2023,Mid,Full-Time,Data Scientist,116990.0,US,Remote,US,Medium
2024,Senior,Full-Time,Data Scientist,147500.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,132624.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,145000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Computer Vision Engineer,319030.375,US,On-site,US,Medium
2023,Senior,Full-Time,Data Engineer,124740.0,US,On-site,US,Medium
2022,Entry,Freelance,Data Analytics Consultant,50000.0,BE,Remote,US,Small
2023,Senior,Full-Time,Data Engineer,186000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Engineer,252000.0,US,On-site,US,Medium
2024,Senior,Full-Time,Machine Learning Engineer,180000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Scientist,170000.0,US,Remote,US,Medium
2024,Entry,Full-Time,Research Analyst,84068.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Engineer,81500.0,US,On-site,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,240000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Research Scientist,202350.0,US,On-site,US,Medium
2023,Entry,Full-Time,Data Engineer,120000.0,US,On-site,US,Medium
2024,Senior,Full-Time,Data Engineer,173000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Scientist,38868.0,ES,On-site,ES,Medium
2023,Mid,Full-Time,Data Analyst,42107.0,DE,Hybrid,DE,Medium
2023,Senior,Full-Time,Research Engineer,200000.0,US,On-site,US,Medium
2023,Entry,Full-Time,Data Analyst,85000.0,US,Remote,US,Medium
2024,Mid,Full-Time,Data Engineer,106800.0,US,On-site,US,Medium
2023,Senior,Full-Time,Business Intelligence Engineer,108500.0,US,Remote,US,Medium
2024,Mid,Full-Time,Data Science Manager,180000.0,US,On-site,US,Medium
2024,Senior,Full-Time,Business Intelligence Engineer,78800.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,171250.0,US,On-site,US,Medium
2024,Senior,Full-Time,Analytics Engineer,132100.0,US,Remote,US,Medium
2024,Mid,Full-Time,Data Engineer,143000.0,US,On-site,US,Medium
2023,Mid,Full-Time,Research Engineer,100000.0,US,On-site,US,Medium
2023,Entry,Full-Time,Research Scientist,252990.0,US,Remote,US,Medium
2024,Senior,Full-Time,Data Science Consultant,109000.0,US,On-site,US,Medium
2024,Mid,Full-Time,Research Engineer,120000.0,US,On-site,US,Medium
2024,Senior,Full-Time,Data Scientist,200000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,140000.0,US,On-site,US,Medium
2024,Senior,Full-Time,Data Analyst,145000.0,US,Remote,US,Medium
2023,Mid,Full-Time,Data Analyst,123000.0,US,Remote,US,Medium
2024,Entry,Full-Time,Data Analyst,180700.0,US,On-site,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,148594.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Architect,175000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,165000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Machine Learning Software Engineer,189000.0,US,On-site,US,Medium
2023,Senior,Full-Time,AI Engineer,136800.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Engineer,175000.0,US,Remote,US,Medium
2024,Entry,Full-Time,Data Science,86900.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Engineer,81500.0,US,Remote,US,Medium
2023,Mid,Full-Time,Data Engineer,123000.0,US,On-site,US,Medium
2024,Senior,Full-Time,Machine Learning Engineer,215000.0,US,On-site,US,Medium
2023,Mid,Full-Time,Machine Learning Engineer,150000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,238000.0,US,On-site,US,Medium
2024,Senior,Full-Time,Data Scientist,161500.0,US,On-site,US,Medium
2023,Mid,Full-Time,Data Analyst,98873.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Scientist,194500.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Engineer,161000.0,US,On-site,US,Medium
2023,Senior,Full-Time,BI Data Analyst,72338.0,DE,Remote,DE,Medium
2023,Senior,Full-Time,Data Engineer,105200.0,US,On-site,US,Medium
2022,Senior,Full-Time,Data Engineer,300000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Analytics Lead,115920.0,US,On-site,US,Medium
2023,Senior,Full-Time,Analytics Engineer,120000.0,US,On-site,US,Medium
2024,Mid,Full-Time,Data Strategist,134400.0,US,On-site,US,Medium
2023,Senior,Full-Time,Machine Learning Scientist,180514.0,US,Remote,US,Medium
2023,Mid,Full-Time,Data Manager,120000.0,US,On-site,US,Medium
2024,Senior,Full-Time,Machine Learning Engineer,267900.0,US,On-site,US,Medium
2024,Senior,Full-Time,Data Scientist,175000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,146000.0,US,On-site,US,Medium
2024,Senior,Full-Time,Data Engineer,113000.0,US,On-site,US,Medium
2024,Senior,Full-Time,Data Scientist,111500.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Engineer,129300.0,US,On-site,US,Medium
2023,Mid,Full-Time,Data Scientist,130410.0,US,On-site,US,Medium
2024,Mid,Full-Time,Data Engineer,70000.0,US,On-site,US,Medium
2022,Mid,Full-Time,Data Analyst,61566.0,GB,On-site,GB,Medium
2023,Mid,Full-Time,Applied Scientist,250000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Analyst,206000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Analyst,122000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Analyst,143520.0,US,On-site,US,Medium
2024,Senior,Full-Time,Machine Learning Scientist,220000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Manager,100000.0,US,On-site,US,Medium
2023,Senior,Full-Time,ML Engineer,165400.0,US,On-site,US,Medium
2023,Executive,Full-Time,Data Scientist,185000.0,US,On-site,US,Medium
2023,Entry,Full-Time,Data Analyst,50000.0,US,Remote,US,Medium
2024,Mid,Full-Time,Robotics Software Engineer,198000.0,US,On-site,US,Medium
2023,Mid,Full-Time,Analytics Engineer,319030.375,US,Remote,US,Medium
2022,Senior,Full-Time,Data Architect,63000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Engineer,178500.0,US,Remote,US,Medium
2023,Executive,Full-Time,Data Scientist,228856.0,GB,Remote,GB,Medium
2023,Mid,Full-Time,Data Science Lead,185900.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Scientist,139000.0,US,On-site,US,Medium
2022,Senior,Full-Time,Data Engineer,105700.0,US,On-site,US,Large
2023,Mid,Full-Time,Data Scientist,128750.0,US,On-site,US,Medium
2024,Senior,Full-Time,Data Engineer,115000.0,US,On-site,US,Medium
2024,Senior,Full-Time,Research Scientist,151900.0,US,On-site,US,Medium
2024,Mid,Full-Time,Analytics Engineer,221500.0,US,On-site,US,Medium
2023,Mid,Full-Time,MLOps Engineer,124000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Machine Learning Modeler,204500.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Engineer,167200.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,204500.0,US,On-site,US,Medium
2024,Executive,Full-Time,Data Analyst,62500.0,GB,On-site,GB,Medium
2023,Mid,Full-Time,Data Engineer,69000.0,US,On-site,US,Medium
2023,Executive,Full-Time,Director of Data Science,201900.0,US,On-site,US,Medium
2023,Senior,Full-Time,Business Intelligence Developer,110600.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Scientist,106800.0,US,On-site,US,Medium
2024,Mid,Full-Time,Data Science,66000.0,US,On-site,US,Medium
2024,Senior,Full-Time,Data Engineer,240500.0,US,On-site,US,Large
2023,Mid,Full-Time,Analytics Engineer,116480.0,US,On-site,US,Medium
2022,Senior,Full-Time,Data Engineer,105200.0,US,On-site,US,Medium
2022,Senior,Full-Time,Data Scientist,153000.0,US,Remote,US,Medium
2023,Mid,Full-Time,Machine Learning Engineer,106720.0,US,On-site,US,Medium
2022,Senior,Full-Time,Data Analyst,99450.0,US,Remote,US,Medium
2023,Mid,Full-Time,Data Engineer,110000.0,FR,Remote,FR,Medium
2022,Senior,Full-Time,Machine Learning Engineer,164000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Analyst,95000.0,US,On-site,US,Medium
2024,Senior,Full-Time,Data Lead,76075.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Analyst,56143.0,ES,Remote,ES,Medium
2024,Mid,Full-Time,Data Analyst,149000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,290000.0,US,Remote,US,Medium
2024,Senior,Full-Time,Data Architect,319030.375,US,Remote,US,Medium
2024,Mid,Full-Time,Data Scientist,106500.0,US,Remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,300000.0,US,On-site,US,Medium
2023,Entry,Full-Time,Data Analyst,105000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Scientist,236160.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,121000.0,US,On-site,US,Medium
2022,Senior,Full-Time,Data Engineer,130000.0,US,On-site,US,Medium
2024,Executive,Full-Time,Data Engineer,168854.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Engineer,250000.0,US,On-site,US,Medium
2023,Mid,Full-Time,Data Scientist,137500.0,US,On-site,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,262000.0,US,On-site,US,Medium
2023,Mid,Full-Time,Machine Learning Software Engineer,217600.0,US,On-site,US,Medium
2023,Mid,Full-Time,Data Engineer,70000.0,US,Remote,US,Medium
2023,Mid,Full-Time,Data Scientist,147400.0,US,On-site,US,Medium
2023,Senior,Full-Time,Applied Scientist,164000.0,US,Remote,US,Medium
2023,Mid,Full-Time,Business Intelligence Analyst,120000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Research Engineer,189110.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Scientist,167310.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Scientist,167200.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,139700.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Scientist,70000.0,US,On-site,US,Medium
2024,Executive,Full-Time,Head of Machine Learning,319030.375,US,On-site,US,Medium
2023,Mid,Full-Time,Data Analytics Manager,155000.0,US,On-site,US,Medium
2024,Mid,Full-Time,Data Analyst,73100.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Scientist,185000.0,US,Remote,US,Medium
2024,Mid,Full-Time,Data Engineer,61600.0,US,On-site,US,Medium
2024,Executive,Full-Time,Data Science,97254.0,US,On-site,US,Medium
2023,Mid,Full-Time,Data Analyst,46426.0,SI,On-site,SI,Medium
2023,Mid,Full-Time,Data Engineer,170000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Machine Learning Modeler,142200.0,US,On-site,US,Medium
2024,Mid,Full-Time,Data Science,120000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,212800.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Scientist,150000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Engineer,245000.0,US,On-site,US,Medium
2022,Mid,Full-Time,Data Scientist,31795.0,IN,Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,225000.0,US,Remote,US,Medium
2024,Mid,Full-Time,Data Science,106000.0,US,On-site,US,Medium
2024,Senior,Full-Time,Applied Scientist,168600.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Scientist,319030.375,US,On-site,US,Medium
2023,Entry,Full-Time,Research Analyst,47423.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Science Consultant,128000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Engineer,126800.0,US,On-site,US,Medium
2023,Senior,Full-Time,Research Scientist,278700.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Engineer,255000.0,US,On-site,US,Medium
2022,Mid,Full-Time,Machine Learning Infrastructure Engineer,55685.0,PT,Hybrid,PT,Large
2024,Senior,Full-Time,Data Scientist,155000.0,US,On-site,US,Medium
2022,Mid,Full-Time,Data Scientist,30000.0,MX,Remote,MX,Large
2022,Senior,Full-Time,Data Science Manager,200000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Scientist,111600.0,US,On-site,US,Large
2023,Senior,Full-Time,Data Analyst,100000.0,US,On-site,US,Medium
2024,Entry,Full-Time,Data Analyst,92000.0,US,Remote,US,Medium
2023,Executive,Full-Time,Data Engineer,115500.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Engineer,174350.0,US,On-site,US,Medium
2024,Senior,Full-Time,Data Scientist,152000.0,US,Remote,US,Medium
2022,Senior,Full-Time,Analytics Engineer,110000.0,US,Remote,US,Medium
2024,Mid,Full-Time,Applied Scientist,136000.0,US,On-site,US,Large
2022,Mid,Full-Time,Data Analyst,136000.0,US,Remote,US,Medium
2022,Senior,Full-Time,Machine Learning Engineer,115573.0,FR,Remote,FR,Medium
2023,Mid,Full-Time,Machine Learning Engineer,116800.0,US,On-site,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,193600.0,US,On-site,US,Medium
2022,Senior,Full-Time,Data Engineer,191200.0,US,On-site,US,Medium
2024,Mid,Full-Time,Data Scientist,188500.0,US,On-site,US,Medium
2024,Senior,Full-Time,Data Analyst,150000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Analyst,130000.0,US,Remote,US,Medium
2024,Senior,Full-Time,Machine Learning Engineer,319030.375,US,On-site,US,Medium
2023,Senior,Full-Time,Data Scientist,84000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Business Intelligence Engineer,125000.0,US,Remote,US,Medium
2023,Mid,Full-Time,Data Operations Specialist,65000.0,US,On-site,US,Medium
2023,Mid,Full-Time,Research Scientist,220000.0,US,Remote,US,Medium
2022,Senior,Full-Time,Applied Scientist,212800.0,US,Remote,US,Medium
